0	5306.253125	5363.852297	5678.125548	5678.131026
1	5306.403899	5364.003852	5678.131026	5678.145596
2	5306.553827	5364.15391	5678.145596	5678.168966
3	5306.702276	5364.302131	5678.168966	5678.199749
4	5306.848907	5364.448471	5678.199749	5678.236448
5	5306.993677	5364.593358	5678.236448	5678.2772
6	5307.137009	5364.737391	5678.2772	5678.320107
7	5307.279496	5364.880867	5678.320107	5678.364291
8	5307.421434	5365.023917	5678.364291	5678.409572
9	5307.562948	5365.166282	5678.409572	5678.456349
10	5307.703786	5365.307622	5678.456349	5678.505317
11	5307.84361	5365.447466	5678.505317	5678.557353
12	5307.981953	5365.585173	5678.557353	5678.613369
13	5308.118183	5365.719503	5678.613369	5678.675118
14	5308.251072	5365.850372	5678.675118	5678.742016
15	5308.380536	5365.977479	5678.742016	5678.814062
16	5157.376576	5213.361162	3599.868273	3599.872472
17	5157.527392	5213.510665	3599.872472	3599.898253
18	5157.675291	5213.65551	3599.898253	3599.939041
19	5157.818581	5213.795909	3599.939041	3599.989981
20	5157.957474	5213.93336	3599.989981	3600.046472
21	5158.09345	5214.068716	3600.046472	3600.106578
22	5158.227354	5214.202918	3600.106578	3600.168509
23	5158.360116	5214.336436	3600.168509	3600.231463
24	5158.492202	5214.469356	3600.231463	3600.295403
25	5158.623696	5214.601935	3600.295403	3600.359818
26	5158.754852	5214.733786	3600.359818	3600.425292
27	5158.885289	5214.864612	3600.425292	3600.492336
28	5159.014711	5214.969367	3600.492336	3600.587059
29	5159.118342	5215.064548	3600.587059	3600.688903
30	5159.212501	5215.141949	3600.688903	3600.80119
31	5159.289072	5215.198493	3600.80119	3600.922205
32	5500.887578	5560.568622	3577.38937	3577.465981
33	5501.009643	5560.691968	3577.465981	3577.542628
34	5501.131666	5560.815357	3577.542628	3577.619239
35	5501.253731	5560.938746	3577.619239	3577.695851
36	5501.375797	5561.062093	3577.695851	3577.772498
37	5501.49782	5561.185482	3577.772498	3577.849109
38	5501.619885	5561.308657	3577.849109	3577.925976
39	5501.741739	5561.43179	3577.925976	3578.002916
40	5501.86355	5561.55488	3578.002916	3578.079856
41	5501.98532	5561.677927	3578.079856	3578.156832
42	5502.107047	5561.800974	3578.156832	3578.233845
43	5502.228774	5561.924021	3578.233845	3578.310858
44	5502.350501	5562.047069	3578.310858	3578.38787
45	5502.472228	5562.170116	3578.38787	3578.464883
46	5502.593955	5562.292864	3578.464883	3578.542225
47	5502.715386	5562.415655	3578.542225	3578.61953
48	5502.836859	5562.538445	3578.61953	3578.696835
49	5502.958332	5562.661279	3578.696835	3578.774103
50	5503.079848	5562.784112	3578.774103	3578.851371
51	5503.201364	5562.906946	3578.851371	3578.928603
52	5503.322879	5563.029822	3578.928603	3579.005835
53	5503.444437	5563.152656	3579.005835	3579.083067
54	5503.565953	5563.275489	3579.083067	3579.160336
55	5503.687468	5563.398365	3579.160336	3579.237567
56	5503.809026	5563.521199	3579.237567	3579.314799
57	5503.930542	5563.644075	3579.314799	3579.392031
58	5504.0521	5563.766909	3579.392031	3579.469263
59	5504.173615	5563.889785	3579.469263	3579.546495
60	5504.295173	5564.012618	3579.546495	3579.623727
61	5504.416689	5564.135495	3579.623727	3579.700959
62	5504.538247	5564.258328	3579.700959	3579.778191
63	5504.659763	5564.381162	3579.778191	3579.855423
64	5504.781278	5564.504038	3579.855423	3579.932655
65	5504.902836	5564.626871	3579.932655	3580.009886
66	5505.024352	5564.749748	3580.009886	3580.087118
67	5505.14591	5564.872581	3580.087118	3580.164387
68	5505.267425	5564.995457	3580.164387	3580.241619
69	5505.388983	5565.118291	3580.241619	3580.318851
70	5505.510499	5565.241124	3580.318851	3580.396083
71	5505.632014	5565.364001	3580.396083	3580.473314
72	5509.983534	5569.580601	3611.215082	3611.335148
73	5509.924932	5569.560257	3611.335148	3611.374877
74	5620.178921	5681.15343	3679.641893	3679.71887
75	5620.30069	5681.276477	3679.71887	3679.795846
76	5620.422417	5681.399524	3679.795846	3679.872859
77	5620.544144	5681.522614	3679.872859	3679.949835
78	5620.665914	5681.645662	3679.949835	3680.026811
79	5620.787641	5681.768709	3680.026811	3680.103824
80	5620.909368	5681.891799	3680.103824	3680.180801
81	5621.031137	5682.014931	3680.180801	3680.257704
82	5621.152949	5682.13815	3680.257704	3680.334534
83	5621.274845	5682.261368	3680.334534	3680.411328
84	5621.396741	5682.384671	3680.411328	3680.488048
85	5621.518722	5682.507975	3680.488048	3680.564733
86	5621.640702	5682.631321	3680.564733	3680.64138
87	5621.762725	5682.754711	3680.64138	3680.718028
88	5621.884791	5682.878057	3680.718028	3680.794639
89	5622.006814	5683.001446	3680.794639	3680.87125
90	5622.128879	5683.124835	3680.87125	3680.947898
91	5622.250944	5683.248182	3680.947898	3681.024545
92	5622.372967	5683.371485	3681.024545	3681.10123
93	5622.494948	5683.494832	3681.10123	3681.177914
94	5622.616971	5683.618135	3681.177914	3681.254634
95	5622.738952	5683.741439	3681.254634	3681.331355
96	5622.860932	5683.8647	3681.331355	3681.408076
97	5622.982871	5683.988003	3681.408076	3681.484796
98	5623.104852	5684.111264	3681.484796	3681.561554
99	5623.22679	5684.234525	3681.561554	3681.638311
100	5623.348728	5684.357786	3681.638311	3681.715068
101	5623.470667	5684.481047	3681.715068	3681.791825
102	5623.592605	5684.604308	3681.791825	3681.868582
103	5623.714544	5684.727569	3681.868582	3681.94534
104	5623.836482	5684.850787	3681.94534	3682.022133
105	5623.958378	5684.974048	3682.022133	3682.098891
106	5624.080317	5685.097309	3682.098891	3682.175648
107	5624.202255	5685.22057	3682.175648	3682.252441
108	5624.324194	5685.343831	3682.252441	3682.329199
109	5624.446132	5685.467049	3682.329199	3682.405956
110	5624.568028	5685.59031	3682.405956	3682.48275
111	5624.689967	5685.713571	3682.48275	3682.559507
112	5624.811905	5685.836832	3682.559507	3682.636264
113	5624.933843	5685.96005	3682.636264	3682.713058
114	5432.618123	5491.560509	3634.840267	3634.91476
115	5432.741922	5491.685693	3634.91476	3634.989217
116	5432.865763	5491.809381	3634.989217	3635.065463
117	5432.988125	5491.9326	3635.065463	3635.142293
118	5433.110021	5492.055518	3635.142293	3635.219452
119	5433.231621	5492.178224	3635.219452	3635.29683
120	5433.35301	5492.300886	3635.29683	3635.374318
121	5433.474356	5492.423421	3635.374318	3635.451878
122	5433.595576	5492.545955	3635.451878	3635.529512
123	5433.716795	5492.668404	3635.529512	3635.607218
124	5433.837931	5492.79081	3635.607218	3635.684925
125	5433.959023	5492.913302	3635.684925	3635.762595
